Character,Text
Misuzu Kusakabe,Tachibana Dousetsu Raikiri
TL Note,Tachibana Dousetsu is a samurai rumored to have sliced a lightning bolt in half with his sword Raikiri the lightning blade
Misuzu Kusakabe,and finally Doujigiri Yatsuna
TL Note,This sword was rumored to have cut off the head of the demon Shuten Douji
Misuzu Kusakabe,The Kusakabe house being an Onmyouji clan was required to have powerful heirs obtain the treasured swords so it had members of the bloodline fight with real swords and gave one katana to each victor
Kakeru Satsuki,For there to be all five katanas here
Yuka Minase,So you won all of them right Incredible
Misuzu Kusakabe,Originally in order to prevent the concentration of all the power at one point theres an unspoken agreement that one person should only get one sword Since they were all legitimate fights though it cant be helped So because of that I had to leave my hometown
Kakeru Satsuki,Your hometown
Yuka Minase,Then this house is
Misuzu Kusakabe,Its my mothers villa Because my life is being sought after by everyone in the main family I moved away from my family and have lived here alone
Yuka Minase,They are after your life
Kakeru Satsuki,Why is that You got your katanas through legitimate fights right
Misuzu Kusakabe,Kusakabe is a distinguished family As a distinguished family honor is of utmost importance For someone young and also a woman to take all of the treasured swords isnt entertaining to my senpais Besides in my last battle I Ill keep my story at that Now lets begin
Kakeru Satsuki,Yes
Misuzu Kusakabe,Its heavier than you thought right
Kakeru Satsuki,Yes
Misuzu Kusakabe,Try it out
Kakeru Satsuki,Yes
Misuzu Kusakabe,One more time
Kakeru Satsuki,Yes
Misuzu Kusakabe,So thats how it is You and Kakeru Satsuki were both raised in an institution huh
Yuka Minase,Yes Thank goodness
Misuzu Kusakabe,Hm
Yuka Minase,You cant see a black moon at night
Misuzu Kusakabe,Oh
Yuka Minase,How is Kakerukun
Misuzu Kusakabe,He has no talent with the sword Still its better than him doing nothing
Yuka Minase,Will Kakerukuns power awaken
Misuzu Kusakabe,If hes lucky is my answer for now
Yuka Minase,Your last match You started talking about it then stopped halfway What happened You stopped talking because you didnt want to talk about it right Im sorry
Misuzu Kusakabe,I cut down my father In the fight for the last treasured sword Doujigiri Yasutsuna I cut down Toushi Kusakabe my father the head of the Kusakabe household Even though it was an official match the other disciples will probably never forgive me
Yuka Minase,Senpai
Misuzu Kusakabe,I was on bad terms with my father My father didnt like the fact that I looked up to a certain person
Yuka Minase,A certain person
Misuzu Kusakabe,Misao Kusakabe The woman known as the greatest female Onmyouji However she broke a law and was banished
Yuka Minase,What did she do
Misuzu Kusakabe,She became a Gehou user
Yuka Minase,Gehou
Misuzu Kusakabe,Its a method that strays from the Kusakabe ways which has cult spells and even western magic blended in
TL Note,The reallife definition of Gehou 外法 げほう is any religion that strays from Buddhism as opposed to Naihou 内法 ないほう
Misuzu Kusakabe,By the way This is also a form of Gehou
Yuka Minase,Misaosan right now is
Misuzu Kusakabe,She was banished seventy years ago
Yuka Minase,That means shes already
Misuzu Kusakabe,No
Yuka Minase,Eh
Misuzu Kusakabe,Maybe I might be able to meet her Over there
Yuka Minase,Eh By over there do you mean the Crimson Night Kakerukun
Misuzu Kusakabe,Did you do it Youre going to keep trying until you can do it Go back inside
Kakeru Satsuki,Theres no point in doing this Please teach me how to do it with real combat
Misuzu Kusakabe,No Its still too early
Kakeru Satsuki,Teach me even if its too early
Yuka Minase,Kakerukun
Kakeru Satsuki,I dont have time While Im doing this its going to happen again
Misuzu Kusakabe,Go back inside
Kakeru Satsuki,Kusakabesenpai I
Lisette,No please let me out
Kakeru Satsuki,You I did it All right come
Misuzu Kusakabe,Dont be so conceited after defeating just a single underling
Yuka Minase,Kakerukun
Kakeru Satsuki,A black knight
Misuzu Kusakabe,I have no intentions of dying Human forms Are you implying that you were once human And if we are
Yuka Minase,Why do you look like that
Misuzu Kusakabe,Run away
Kakeru Satsuki,Senpai but
Misuzu Kusakabe,Dont fight them blindly If you want to protect Yuka Minase then you must run Go What are you doing Hurry Run and live on Kakeru Yuka
Yuka Minase,Kakerukun Dont look back Run Kakerukun
Kakeru Satsuki,Shh All right hes gone
Yuka Minase,Kakerukun
Kakeru Satsuki,Dammit
Yuka Minase,You cant
Kakeru Satsuki,Ill distract him While I do that run away
Yuka Minase,Youll get killed Its impossible for you Kakerukun Youll die
Misuzu Kusakabe,Youve saved me thank you
Kakeru Satsuki,Yuka
Yuka Minase,Kakerukun
Kakeru Satsuki,I see Weve returned
Yuka Minase,Thank goodness
Kakeru Satsuki,Sorry
Misuzu Kusakabe,It looks like youve regained consciousness
Kakeru Satsuki,Kusakabesenpai Im sorry to have made you worry
Misuzu Kusakabe,The most important thing is that youre fine Satsukikun Yukakun let me introduce you Shes our new ally
Yukiko Hirohara,Next time The Mask of a Smile Could there be an end to this nightmare
Takahisa Tajima,Youre annoying
student,Oh man hes from our school Was it a fight Unbelievable
Takahisa Tajima,As I thought time hasnt passed in this world huh Isnt that nice You lot can take it easy
Yukiko Hirohara,Welcome everyone I am Yukiko Hirohara the Study of Modern Societies Club president By study of modern societies I mean more or less the specific investigative research on all things of modern society In other words the modern version of classic literature
Misuzu Kusakabe,Ive already heard that many times
Yukiko Hirohara,All right Our study of modern societies members are Not only that but two girls and one guy
Kakeru Satsuki,Its impossible My sister died seven years ago What I saw in the Crimson Night had to be an illusion Still at that time
Yuka Minase,Kakerukun something wrong Its not good to be brooding over it After all everyones gathered here
Kakeru Satsuki,Thats right
Yukiko Hirohara,Im so happy Ive made a lot of friends
Yuka Minase,Yukikochan youre incredible Youve managed to survive all alone in the Crimson Night right
Yukiko Hirohara,Yes
Yuka Minase,Does that mean that you have some kind of special power
Yukiko Hirohara,Im just a normal girl When I snap though Im scary
Yuka Minase,Youre always so cheerful Yukikochan
Yukiko Hirohara,Since thats my only good quality
Saiko Akamine,Jeez Where and with whom do you fight to get injuries like these You barely have enough attendance Youre frequently late to school too Do you have any intention of graduating
Takahisa Tajima,Youre so noisy you unmarried noguy woman
Saiko Akamine,Takahisa Im very happy that you dont hit women Hold it Hold it right there Takahisa
Misuzu Kusakabe,Fragments The black knights called us fragments
Avaritia,I have no need to answer a fragment that will soon disappear
Misuzu Kusakabe,What do they mean by fragments Also how many fragments are there
Yukiko Hirohara,Yes I know one of them When I first came to the Crimson Night I was saved by someone who looked like a hero of justice
Misuzu Kusakabe,Did you meet her too Yukikokun
Yukiko Hirohara,That person is not a her That person is a guy
Takahisa Tajima,Like I could say anything to her About that world or about this power too
Saiko Akamine,Takahisa Youre not getting away
Takahisa Tajima,Youre annoying
Yukiko Hirohara,All right Its decided For todays agenda lets go and look for that person If we decide fast everything can be done quickly Lets go
Takahisa Tajima,Sorry Ill just be in here for a sec
Saiko Akamine,Where did you go Takahisa Where are you
Takahisa Tajima,That was a close call
Yukiko Hirohara,Ouch What now all of a sudden That was mean Youre Mr Hero of Justice
Takahisa Tajima,Glasses girl You again
Yukiko Hirohara,YYeah Everyone the search is over
Yuka Minase,Huh
Yukiko Hirohara,Its this person
Takahisa Tajima,What a surprise For there to be this many people that can see the black moon Youre Satsuki right
Kakeru Satsuki,What is it
Takahisa Tajima,Do you really have no powers Youve done pretty well surviving up to now Thats quite something
Kakeru Satsuki,What
Takahisa Tajima,Dont get mad Im complimenting you You want some sweet potato chips
Kakeru Satsuki,No
Yuka Minase,I dont want any
Misuzu Kusakabe,Im fine
Yukiko Hirohara,All right then Ill take you up on that
Takahisa Tajima,So anyways There hasnt been anyone sucked into the Crimson Night that knows any details huh All right Im off
Misuzu Kusakabe,Just a minute Takahisa Tajima
Invidia,Arent you going to join our study of modern societies club
Takahisa Tajima,The weak dogs band together Its not my hobby to gather with the weak
Kakeru Satsuki,Did he say dog
Misuzu Kusakabe,What if the Crimson Night comes again
Takahisa Tajima,I will manage all by myself
Yuka Minase,Kakerukun
Misuzu Kusakabe,What a rude guy
Yukiko Hirohara,Nope Even though he looks like that hes actually quite kind Thats right Hes really nice
Takahisa Tajima,Its not disgusting In fact everyone would be jealous
Yukiko Hirohara,Kakerusenpai If you just flail around aimlessly you wont hit her The more you hurry the worse your swordsmanship gets
Misuzu Kusakabe,For what reason do you fight
Kakeru Satsuki,That is to protect Yuka
Misuzu Kusakabe,What a futile ring it has They just slip through your mouth and arent becoming flesh and blood Your feelings arent turning into power Did you have the resolution in your sword
Kakeru Satsuki,Resolution
Misuzu Kusakabe,Resolution is the acquisition of comprehension Right now you dont fully comprehend the circumstances First to train is not your body but your heart Change feelings into strength Think only about that
Kakeru Satsuki,Yes Change my feelings into strength I want strength Strength to protect Yuka Yuka
Yukiko Hirohara,Kakerusenpai
Yuka Minase,Whats wrong Kakerukun
Kakeru Satsuki,Uh nothing What was I doing
Yukiko Hirohara,Let me just say that If we were to get into a battle right now while trying to protect Yuka you would die immediately
Kakeru Satsuki,Is that so figures
Yukiko Hirohara,Ah sorry it just slipped out
Kakeru Satsuki,No Its the truth
Yuka Minase,Kakerukun
Misuzu Kusakabe,To test Kakerukuns resolution I was thinking of pointing my sword at her Those movements right now were
Kakeru Satsuki,Hey Yuka
Yuka Minase,Eh
Kakeru Satsuki,Right now Im pitifully powerless but I will protect you no matter what
Yuka Minase,Dont overdo it okay I dont have any kind of powers either Its all right as long you stay by my side
Kakeru Satsuki,I also think that this is for myself I want to protect you I want to turn that desire into strength
Yuka Minase,Kakerukun
Tadashi Teruya,Oh Hello Good morning Shiori Nice to meet you How are you doing Shiori How much does it cost
Shiori Momono,Please dont desecrate Italian But I want to be able to be in love with a demon Please burn Burn until you turn to ashes
Tadashi Teruya,Understood Hey Shiorichan youre into the whole ladiesfirst thing right Ill listen to anything you say
Shiori Momono,Please continue on this road and go turn right and die
Tadashi Teruya,My pleasure Continue on this road and turn righ Carbonara
TL Note,TL NOTE Carbonara is an Italian sauce usually with spaghetti or pasta that has black pepper
Shiori Momono,Arrivederci Good bye
Kaori Natsuki,What a completely and utterly dramatic moron Right If he gets any dumber than this who knows what hell say next
Kakeru Satsuki,Kusakabesenpai
Misuzu Kusakabe,Hey
Kakeru Satsuki,Yuka went ahead already
Misuzu Kusakabe,Kakerukun about yesterdays practice
Kakeru Satsuki,Yes
Misuzu Kusakabe,No never mind
Kakeru Satsuki,YYuka
Yukiko Hirohara,Good work today The study of modern societies club is having a study session right now
Kakeru Satsuki,The modern societies club study session
Yukiko Hirohara,Yes Why does Yukasan have such large breasts even though she has such a childish figure
Yuka Minase,Stop it Yukikochan
Yukiko Hirohara,She isnt pushing them together or raising them up Without a pushup bra this is a modern miracle
Misuzu Kusakabe,In such a pure school what shameless actions
Kakeru Satsuki,Hey Yukikochan stop  I said stop
Misuzu Kusakabe,Its coming
Kakeru Satsuki,The Crimson Night
Misuzu Kusakabe,Thats
Yukiko Hirohara,Hes fighting Takahisasenpai
Misuzu Kusakabe,What
Takahisa Tajima,Burn in hell
Yukiko Hirohara,Takahisasenpai is a psychic fire energy user a pyrokinesist
Kakeru Satsuki,A black knight
Ira,You wont get away this time fragments
Yuka Minase,What the hell are you all
Ira,I have nothing to say to the walking dead
Misuzu Kusakabe,Questions are useless huh Yukikokun Ill leave these two in your care
Yukiko Hirohara,Yes
Misuzu Kusakabe,Kannagiri Nagamitsu Prepare yourself This guy he uses martial arts Hes fast
Kakeru Satsuki,Kusakabesenpai is being pushed back
Avaritia,So its begun huh
Superbia,Yes Avaritiasama
Avaritia,To have defeated Gula Those damned fragments
Superbia,Please do not worry This time its Ira and Invidia Also I Superbia will go as well
Yuka Minase,Kakerukun
Kakeru Satsuki,Im fine Forget that senpai is
Yukiko Hirohara,Misuzusenpai is in a pinch right
Kakeru Satsuki,If only I had some power
Yukiko Hirohara,I dont believe that they wished to have those powers They had no choice but to accept their powers Its that kind of horror Ill be going
Kakeru Satsuki,YYukikochan
Misuzu Kusakabe,This speed is What an unbelievable fighting ability
Ira,Damn you
Misuzu Kusakabe,Yukikokun
Ira,Little girl dont mess with me What
Yuka Minase,Yukikochan
Kakeru Satsuki,Its like shes a different person
Yuka Minase,No
Kakeru Satsuki,Yukiko
Invidia,Ira
Ira,So its you Invidia
Invidia,I though that youd be enough to slay the fragments but You can all just die together
Takahisa Tajima,Hold it right there The ally of justice has arrived
Invidia,My face is How dare you Ill kill you
Misuzu Kusakabe,The Crimson Night is ending
Invidia,Ill remember this
Ira,Next time we meet Ill definitely
Kakeru Satsuki,We made it Whats wrong Yuka
Yuka Minase,Kakerukun
Misuzu Kusakabe,Ridiculous with that severe wound
Yukiko Hirohara,Ive really done it huh
Kakeru Satsuki,Yukiko
Yuka Minase,Yukikochan
Yukiko Hirohara,I become like that when I take off my glasses
Misuzu Kusakabe,A double personality
Yukiko Hirohara,Yeah
Misuzu Kusakabe,Superhuman fighting abilities and a terrifying blood thirst Where did you obtain those abilities
Yukiko Hirohara,Those huh I dont really want to talk about that though
Yuka Minase,More importantly Yukikochan are you okay
Kakeru Satsuki,Shes healed
Yukiko Hirohara,The truth is I am able to regenerate I have been unable to die since birth
Misuzu Kusakabe,You cant die
Yukiko Hirohara,Yes Disgusting arent I Its all right Im used to it Since a long time ago everyone has I was born in the country of Dransvania There in a millenium of blood of massacre
Kakeru Satsuki,Thats enough Its all right Yukiko
Yukiko Hirohara,Now theres four people who have accepted me Everyone here and
Takahisa Tajima,Its not disgusting In fact everyone would be jealous Even if you get hurt you can return back to normal afterwards Back to the pretty girl you were before
Yuka Minase,Yukikochan
Yukiko Hirohara,Thank you very much Yukasan Kakerusenpai Misuzusenpai And also Takahisasenpai Ill be awaiting your bravery
Takahisa Tajima,Next time For Friends and Tomorrow Could there be an end to this nightmare
Kakeru Satsuki,I want to protect Yuka I want to protect her
Kaori Natsuki,Kakerukun Weve got trouble Yuka is
Kakeru Satsuki,Yuka Anemia
Yuka Minase,Yup its just anemia Sorry even though I said I was all right Kaorichan said
Kakeru Satsuki,Thats cause she said that you collapsed in the classroom
Yuka Minase,Yes but its nothing to worry about Ill be fine if I just lie down for a bit More importantly Im worried about you
Kakeru Satsuki,Im fine
Yuka Minase,The sketchbook
Kakeru Satsuki,Well find out the meaning of that sooner or later Theres no use worrying about it
Yuka Minase,You arent worried about it
Kakeru Satsuki,Yeah
Yuka Minase,Please dont lie to me
Kakeru Satsuki,Yuka
Yuka Minase,Kakerukun
Saiko Akamine,Its nice that you two get along well
Kakeru Satsuki,Ah no well
Takahisa Tajima,This is so cheesy that I cant stand listening to it
Saiko Akamine,Hes not cute at all right That guy
Yukiko Hirohara,SSorry I couldnt see in front of me Takahisasenpai
Takahisa Tajima,Ill be taking this
Yukiko Hirohara,UUm
Kakeru Satsuki,Are you really all right now
Yuka Minase,Yeah Im fine now
Saiko Akamine,Minase
Yuka Minase,Yes Saikosensei
Saiko Akamine,You said sleep deprivation but whats the cause Well whatever Youre at that age where a lot of things happen after all Its not good unless you sleep properly though
Yuka Minase,Yes
Saiko Akamine,Lets see If you cant seem to sleep again try having a lullaby sung to you
Yuka Minase,A lullaby
Saiko Akamine,Right Satsuki
Kakeru Satsuki,YYoure talking about me
Saiko Akamine,Even through the phone is fine so just sing for her
Kakeru Satsuki,Well but me Singing a lullaby
Saiko Akamine,It may be embarrassing at first but youll get used to it I was also like that
Yuka Minase,You sang lullabies too
Saiko Akamine,Oh is that strange
Yuka Minase,Well because
Kakeru Satsuki,Who did you sing to
Saiko Akamine,Who you say To my child
Kakeru Satsuki,Your child
Yuka Minase,Sensei you have children
Saiko Akamine,You two have seen him already Remember That uncute delinquent
Takahisa Tajima,Obachan the usual
Saiko Akamine,What are you surprised about
Yuka Minase,Well because
Saiko Akamine,Ah it doesnt all add up
Kakeru Satsuki,Uhhuh
Yuka Minase,Yeah
Saiko Akamine,Well thats natural Hes not my real son after all If there was a title Id be something like a childhood parent
Kakeru Satsuki,Childhood
Saiko Akamine,A long time ago I was Something of a mischievous motorcycle enthusiast
Yuka Minase,A mischievous motorcycle enthusiast
Kakeru Satsuki,Ah you mean ladies
Saiko Akamine,Well to be blunt yes So that night a lot of things had happened so I was being chased by the police and Wha A kid Theyre what youd call street children He was trying to live on in his own childish way A kid is still a kid though At that moment I suddenly thought Whos going to protect this kid Well thats the result of my youth Right now I regret picking him up
Yuka Minase,Street children Hes the same as us who were raised at an orphanage
Kakeru Satsuki,Yeah
Saiko Akamine,I see you two too
Kakeru Satsuki,All right then well be leaving
Saiko Akamine,Make sure you get him to sing a lullaby for you
Yuka Minase,Yes
Kakeru Satsuki,Hey Yuka
Yuka Minase,Youll sing for me right Kakerukun
Kakeru Satsuki,Well thats
Tadashi Teruya,Wait wait wait WAIT Awesome You dont have to be scared anymore cute little lost kitty
Kaori Natsuki,Tadashi its dangerous if you let your guard down See Geez right after I said it
Tadashi Teruya,Careful the kittys dangerous
Shiori Momono,Yo It disappeared
Tadashi Teruya,It disappeared
Kaori Natsuki,It disappeared What did
Shiori Momono,Its a secret to ordinary people
Saiko Akamine,Whos going to protect this kid
Kakeru Satsuki,Kusakabesenpai
Yuka Minase,Kakerukun
Misuzu Kusakabe,Hey good timing
Kakeru Satsuki,After school again today please
Misuzu Kusakabe,Swordsmanship Today Ill introduce you to someone before that
Kakeru Satsuki,A person Ah you did say that before
Misuzu Kusakabe,The girl is finally prepared to meet you all Kakerukun practice comes after that All right then after school at the Modern Society Studies Club
Yukiko Hirohara,Thanks for coming
Kakeru Satsuki,WWhy
Yukiko Hirohara,Sorry for the late notice Takahisasenpai has became a Modern Society Studies member as of today
Takahisa Tajima,No I havent I only came cause you said its allyoucaneat snacks
Yukiko Hirohara,Handkerchief handkerchief handkerchief
Yuka Minase,Are you all right
Kakeru Satsuki,Yeah Hold it
Yuka Minase,Kakerukun
Misuzu Kusakabe,Sorry Im late Did something happen here
Takahisa Tajima,Nothing really
Yukiko Hirohara,Ahh oh no
Misuzu Kusakabe,Everyone let me introduce her Shes Tachibana Kukurikun from Class B
Yuka Minase,KKukurisan
Kakeru Satsuki,NNeesan
Misuzu Kusakabe,I see Just like your older sister
Kakeru Satsuki,Yes
Yuka Minase,Wed seen her a few times and each time it made my heart skip a beat She looked very similar
Misuzu Kusakabe,Kukurikun cant speak Her ears are fine so she can understand what you say When shes in a conversation shell need to write though I think everyone will get used to it soon
Yukiko Hirohara,So thats how it is I understand Im Hirohara Yukiko My pleasure Thats an impressively nice pair you have there senpai
Yuka Minase,YuYukikochan
Yukiko Hirohara,Ah thats right Faad sehteio fresce en tora
TL Note,Thai เพอผองเพอนและวนพรงน  lit To his friends and tomorrow
Yukiko Hirohara,Surprised
Misuzu Kusakabe,Well of course wed be What was that just now
Yukiko Hirohara,I said Faad sehteio fresce en tora
Yuka Minase,A foreign language
Yukiko Hirohara,Its the language of the country Dransvania I was born in It means for friends and tomorrow What do you think
Misuzu Kusakabe,Well what are you asking
Yukiko Hirohara,Its our secret password
Yuka Minase,Password
Yukiko Hirohara,We use it when we want to say dont give up I think it would be nice to have it
Misuzu Kusakabe,I see Its not bad
Yukiko Hirohara,Right For friends and tomorrow
Yuka Minase,Yeah its good Really good
Yukiko Hirohara,Right right Kukurisenpai what do you think Thank you very much
Misuzu Kusakabe,You cant do much about Yukikokun
Kakeru Satsuki,For friends and tomorrow
Yuka Minase,Kakerukun
Yukiko Hirohara,Oh do you like it too All right lets all say it together Got it Ready set
Takahisa Tajima,Ridiculous What do you mean a secret password Its not like youre a kid
Yukiko Hirohara,Geez Takahisasenpai is just embarrassed Ill bring him back here
Kakeru Satsuki,Leave him alone Someone like him is
Yuka Minase,Kakerukun
Kakeru Satsuki,That guy isnt one of us
Yuka Minase,Isnt that great Kukurisan Its surprising that she had the same name but also a relief that shes someone else
Kakeru Satsuki,Yeah
Yuka Minase,Whats on your mind
Kakeru Satsuki,For friends and tomorrow Friends and tomorrow Ive never thought about those things before It was surprising
Yuka Minase,Kakerukun
Kakeru Satsuki,Its a great expression For friends and tomorrow
Yuka Minase,Its been a while
Kakeru Satsuki,Huh
Yuka Minase,Im kind of happy that I got to see you smile
Kakeru Satsuki,Yuka
Takahisa Tajima,What the Ouch What is that A wall Only me
Yuka Minase,Wheres Kukurisan
Yukiko Hirohara,Now that you mention it maybe in the bathroom
Yuka Minase,Ill go take a look
Kakeru Satsuki,Kusakabesenpai Sword practice please
Yuka Minase,Kakerukun its already late today so
Misuzu Kusakabe,Step back
Yuka Minase,Youre going to do it here
Misuzu Kusakabe,Stop right there Look at your feet
Kakeru Satsuki,When did you
Misuzu Kusakabe,If you stepped on that youd slip Once you lose your footing its over in one hit Youre blindly trying to go up to your opponents Not only now Its ever since the first time You want to protect Yukakun That feeling rises first so you turn a blind eye to everything else The first thing to do is keep your composure Everything starts from there For those that are ruled by feelings there is no chance of winning
Yuka Minase,Kakerukun
Misuzu Kusakabe,All right lets go home So theyve come
Avaritia,Wipe out the fragments
Misuzu Kusakabe,Run outside
Kakeru Satsuki,Yes
Invidia,Damned fragments Ill cut you to pieces
Misuzu Kusakabe,Go
Kakeru Satsuki,All right
Yukiko Hirohara,Where did Kukurisenpai go I wonder if shes all right Takahisasenpai
Takahisa Tajima,They should at least knock if theyre opening the door shouldnt they
Yukiko Hirohara,This is the womens bathroom you know
Takahisa Tajima,Yeah
Kakeru Satsuki,Were almost there
Ira,You guys cant beat me
Yuka Minase,Kakerukun
Ira,You cant even make a single scratch
Yuka Minase,Kakerukun
Ira,Watch the end of whom you wanted to protect and thus feel your powerlessness
Yuka Minase,Nno dont come any closer No Kakerukun
Ira,It seems like you want to die first no matter what Well then let me grant your wish
Kakeru Satsuki,Theres too much of a gap in our power Attacking first wont help Ill only lose but what can I do Thats Kogarasumaru
Misuzu Kusakabe,First thing to do is keep your composure For those that are ruled by feelings there is no chance of winning
Kakeru Satsuki,Thats right I cant rush things I have to be calm
Ira,What is it you goodfornothing Bring it on Are you so scared that youve gone insane
Yuka Minase,Kakerukun
Misuzu Kusakabe,Change feelings into strength Just think about that
Kakeru Satsuki,Change feelings into strength I will protect Yuka
Ira,Die What You dodged it
Kakeru Satsuki,What was that now I see So thats how it is
Ira,You eye is dont tell me No it cant be possible Theres no way a quiet kid like this can awaken
Kakeru Satsuki,I see it
Ira,My armor impossible
Superbia,This time its Ira
Lisette,Hes awakened
Avaritia,What
Superbia,Lisette what did you say
Avaritia,That guy
Yuka Minase,KKakerukun Kakerukun Kakerukun Kakerukun Whats wrong Hey Kakerukun KAKERUKUN
Verard,So youve finally awakened Shudder in fear of thy power That eye shall grant you everything and strip away everything The world you love the people you love You are My name is Verard king of the fallen country The one chosen by the Aeons Eye
Kakeru Satsuki,Next time The Upset Hearts Is there an answer at the end of the nightmare
Yukiko Hirohara,Even though his powers finally awakened
Misuzu Kusakabe,Its because he tried using it without knowing how How stupid can he be
Yuka Minase,How can you say something like that Kakerukun did it to save me Kakerukun
Yukiko Hirohara,Well shouldnt we take him to the hospital
Misuzu Kusakabe,Every nerve in his body is damaged Hes lucky to be alive Even if we were to carry him to the hospital they wouldnt be able to offer any cure Then Kakerusenpai is Thats why I brought him here I will heal him
Yukiko Hirohara,Hell be all right Yukasan Lets believe in Misuzusan
Misuzu Kusakabe,Here goes
Yuka Minase,If only I could stand by his side Kakerukun
Yukiko Hirohara,Kukurisan Thank goodness You were safe
Misuzu Kusakabe,Rin Pyou Tou Sha Kai Jin Retsu Zai Zen Rin Pyou Tou Sha Kai Jin Retsu Zai Zen Rin Pyou Tou Sha Kai Jin Retsu Zai Zen Rin Pyou Tou Sha Kai Jin Retsu Zai Zen
Yukiko Hirohara,Here you go
Yuka Minase,Thanks Yukikochan
Yukiko Hirohara,Itll calm you down
Yuka Minase,Its my fault There has to be some kind of power in me too but if only I had awakened it Kakerukun wouldnt have gone through that
Yukiko Hirohara,Wait what are you talking about This isnt your fault Yukasan
Yuka Minase,No Im to blame
Yukiko Hirohara,Where are you going
Yuka Minase,To where Kakerukun is
Yukiko Hirohara,Misuzusan said that you cant go in there
Yuka Minase,I know I wont go inside
Yukiko Hirohara,Thats not good
Misuzu Kusakabe,Rin Pyou Tou Sha Kai Jin Retsu Zai Zen
Yuka Minase,Kakerukun Kakerukun
Misuzu Kusakabe,Hang in there
Verard,Is it painful That is the power you seek It is the power of Aeons Eye
Kakeru Satsuki,Aeons Eye
Verard,If you discard your life youll be at ease That just means Ill return to my rest However if you wish to continue seeking this power then live on
Kakeru Satsuki,I wont die I cant die yet
Verard,Cant die
Kakeru Satsuki,I will protect Yuka I will protect
Verard,To protect the ones you love Are you saying that you can protect them
Kakeru Satsuki,I will protect them
Verard,You can taste the despair right You shall feel loss beyond comparison and also come to know just how powerless you are Just as I have
Kakeru Satsuki,Its morning WWhat the Just great
Yuka Minase,I wonder if its over yet Just a peek
Kakeru Satsuki,AAre you all right
Misuzu Kusakabe,Yeah sorry
Kakeru Satsuki,With your powers of Onmyou you
Misuzu Kusakabe,Does anything hurt
Kakeru Satsuki,Im fine
Misuzu Kusakabe,I see Thats good
Kakeru Satsuki,Senpai
Misuzu Kusakabe,Im all right
Kakeru Satsuki,Sorry to put you through this
Misuzu Kusakabe,All I did was boost your own regenerative ability You were healed by your own life powers Its impressive that you were able to recover that much
Kakeru Satsuki,I wont die I cant die yet I will protect Yuka
Misuzu Kusakabe,Im gonna go wash up When I come back tell me about that eye
Kakeru Satsuki,Sure
Yukiko Hirohara,Good mornin I fell asleep Eh What is it Theres nothing here Bed head Thats awesome I see so you communicate with that eh Ah Misuzusan Good morning Is it over now
Misuzu Kusakabe,Yeah
Yukiko Hirohara,Kakerusenpai is okay now right
Misuzu Kusakabe,Yeah hes all right now
Yukiko Hirohara,Youre great Misuzusan
Misuzu Kusakabe,No fondling By the way did Kukurikun make the food Did you also bring some to that room earlier
Yukiko Hirohara,Kukurisan communicates via the sketchbook
Misuzu Kusakabe,Yeah I know
Yukiko Hirohara,Ah now that you mention it I did pass her in the hallway earlier I greeted her but she didnt reply She seemed to be in thought
Kakeru Satsuki,Yuka
Yuka Minase,Morning
Kakeru Satsuki,Whats wrong
Yuka Minase,Nothing Thats great it looks like youre healthy again
Kakeru Satsuki,Yeah thanks to Misuzusenpai
Yuka Minase,Thats great It really is
Kakeru Satsuki,Yuka whats wrong Did something happen
Yuka Minase,Nothing really Its all right Its not like that Its all right I believe in Kakerukun after all Kakerukun wouldnt do something like that
Yukiko Hirohara,No its true There really was a cat with dog eyes
Misuzu Kusakabe,I got it I got it
Yukiko Hirohara,You dont believe me do you Its the truth It had eyes like this
Misuzu Kusakabe,Are you ready
Yuka Minase,Yes
Misuzu Kusakabe,Good Lets go
Yukiko Hirohara,Im kinda happy to be able to go with everyone
Misuzu Kusakabe,Again
Kakeru Satsuki,Yukikochan look shes troubled
Yukiko Hirohara,Really Youre happy arent you
Misuzu Kusakabe,All right lets get going
Kakeru Satsuki,Misuzusenpai
Misuzu Kusakabe,Im all right
Kakeru Satsuki,Shouldnt you take a rest today
Misuzu Kusakabe,Ill sleep in class Dont worry Kakeru
Kakeru Satsuki,Yuka Yuka
Yukiko Hirohara,Is something wrong with Yukasan
Misuzu Kusakabe,Yuka
Tadashi Teruya,Hey Shiorichan Walking while reading a book is dangerous
Shiori Momono,Thats why youre here
Tadashi Teruya,Eh
Shiori Momono,Make sure you be my eyes and protect me
Tadashi Teruya,Protect In that case instead of being your eyes Ill come and hug you Shiorichi
Shiori Momono,Its still too early in the morning to be saying stuff like that idiot
Tadashi Teruya,Sorry Shiorichan Your red nose is also cute
Shiori Momono,Kaorisan please give him a couple
Kaori Natsuki,Yes maam Is that all right
Shiori Momono,Well lets leave it at that this time
Kaori Natsuki,Yuka There she goes
Tadashi Teruya,She didnt have her bag huh Its Kakeru Kakeru Whats with him
Kaori Natsuki,He didnt have his bag either huh
Yukiko Hirohara,Seigan
Misuzu Kusakabe,Thats what we call it in Onmyoudo Its possible to look into the future with it but Its usage is hard Its a cursed eye called Jagan
Yukiko Hirohara,Kakerusenpai has that eye
Misuzu Kusakabe,Kakerukun called it the Aeons Eye
